species_1,species_2,16S,gyrB,icd,napA,narG,narK,nirB,nirK,nirS,norB
bli,aeh,2222.0,2035.5,1000.5,1353.0,3220.5,855.0,,1293.0,,859.5
bli,aei,2076.0,2092.5,865.5,1381.5,3076.5,775.5,,,,
bli,aep,1972.5,1956.0,804.0,1363.5,3241.5,607.5,,,,
bli,aev,1971.0,2122.5,817.5,,,,,,,894.0
bli,aez,2139.0,1858.5,762.0,1255.5,2977.5,753.0,,,,
bli,afa,2095.5,2043.0,1285.5,,,,,,,1713.0
bli,afc,1929.0,2080.5,768.0,,,,,,,892.5
bli,afi,2125.5,2080.5,1150.5,1365.0,3102.0,777.0,,1441.5,,
bli,afla,1956.5,2131.5,793.5,,,805.5,,1642.5,,
bli,afq,2100.5,2041.5,1263.0,,,,,,,1717.5
bli,agc,2121.0,2004.0,789.0,,,,,1408.5,,909.0
bli,agt,2112.0,2079.0,801.0,,,,,1404.0,,883.5
bli,agv,1908.5,1828.5,1305.0,,,,,,,1644.0
bli,aht,2030.5,1966.5,829.5,,,,,1377.0,,885.0
bli,ahu,2154.0,2017.5,798.0,,,,,1290.0,,889.5
bli,ahz,1939.0,2050.5,807.0,,,787.5,,,,
bli,ais,2080.5,2043.0,804.0,1366.5,3259.5,838.5,,1347.0,,1648.5
bli,aji,2131.5,1819.5,730.5,,,,,,,
bli,ajs,2087.5,2076.0,1272.0,1389.0,3172.5,817.5,,1248.0,,1614.0
bli,aka,2096.5,2074.5,597.0,994.5,1344.0,870.0,,,,
bli,alg,2089.0,2070.0,853.5,,,,,,,1611.0
bli,ali,2152.0,2002.5,786.0,,,,,1317.0,,879.0
bli,aln,2221.5,2118.0,867.0,1350.0,3282.0,624.0,,1398.0,,
bli,alp,1966.5,2064.0,796.5,,,780.0,,,,907.5
bli,als,1926.0,2077.5,811.5,,,825.0,,,,
bli,alti,1951.5,2119.5,826.5,,,,,,,
bli,alv,2195.5,1656.0,1234.5,,,,,,,1774.5
bli,amah,2030.0,2041.5,832.5,1380.0,3240.0,801.0,,1426.5,,958.5
bli,amc,2087.5,,837.0,,3246.0,801.0,,1459.5,,
bli,ame,,,769.5,,,,,,,
bli,amh,2088.0,2116.5,,1416.0,3252.0,774.0,,1447.5,,
bli,ami,2210.0,1941.0,762.0,1299.0,3055.5,718.5,,1396.5,,
bli,amih,2133.0,2013.0,771.0,,,850.5,,1353.0,,888.0
bli,amol,1947.5,2136.0,771.0,,,,,,,
bli,amr,2143.0,2022.0,846.0,,,501.0,,,,1678.5
bli,ams,2201.5,1608.0,771.0,1341.0,3012.0,693.0,,,,
bli,amv,2079.0,1968.0,807.0,1299.0,3201.0,732.0,,1309.5,,
bli,amyb,2204.0,1969.5,777.0,1308.0,3100.5,796.5,,1549.5,,
bli,amyy,2183.5,1945.5,772.5,1327.5,3085.5,771.0,,1512.0,,
bli,ane,2162.5,1611.0,690.0,1255.5,2899.5,744.0,,,,1573.5
bli,anp,1947.0,2088.0,823.5,,,,,,,
bli,ant,1973.0,2082.0,768.0,,,,,,,
bli,aoa,2006.5,2071.5,832.5,,,814.5,,1338.0,,903.0
bli,aol,2100.5,1992.0,795.0,,,820.5,,1338.0,,876.0
bli,aon,2081.5,2145.0,1260.0,1368.0,3190.5,814.5,,1315.5,,952.5
bli,aos,2161.5,1786.5,694.5,1269.0,2878.5,760.5,,,,1605.0
bli,apac,2163.0,2100.0,1254.0,,,810.0,,1375.5,,1660.5
bli,ape,1597.0,,930.0,1164.0,3061.5,,,,,
bli,apn,2208.5,1908.0,805.5,1252.5,3057.0,765.0,,1576.5,,
bli,apoc,1917.0,2098.5,768.0,,,,,,,
bli,apom,2096.5,2013.0,798.0,,,811.5,,,,1687.5
bli,app,2120.5,2113.5,1257.0,,,802.5,,1338.0,,1696.5
bli,apre,2220.0,1945.5,756.0,1309.5,3058.5,718.5,,1408.5,,
bli,aprs,2172.5,2056.5,1171.5,1369.5,3282.0,861.0,,,,1776.0
bli,aqa,1957.0,2013.0,783.0,,,790.5,,,,
bli,aql,2154.0,,1303.5,1407.0,3252.0,784.5,,1339.5,,916.5
bli,aqs,2157.0,2106.0,1249.5,1386.0,3252.0,826.5,,1458.0,,966.0
bli,arc,1969.0,2073.0,768.0,,,757.5,,,,
bli,arl,2203.0,1963.5,817.5,1282.5,3013.5,756.0,,1498.5,,
bli,arm,2196.5,1660.5,831.0,1198.5,3063.0,807.0,,,,
bli,aro,2112.0,2083.5,801.0,,,,,1398.0,,888.0
bli,art,2201.0,1906.5,820.5,1278.0,3084.0,747.0,,1537.5,,
bli,artp,2192.5,1912.5,795.0,1315.5,3009.0,733.5,,1474.5,,
bli,aru,2199.0,1959.0,792.0,1317.0,3117.0,765.0,,1494.0,,
bli,ary,2206.0,1966.5,825.0,1287.0,3025.5,759.0,,1491.0,,
bli,asc,1569.0,,976.5,,,,,,,1384.5
bli,asd,2138.0,1960.5,781.5,1326.0,3279.0,802.5,,,,
bli,asip,2080.0,2056.5,1282.5,,,,,,,1701.0
bli,ask,1933.0,2089.5,754.5,,,,,,,
bli,asl,1782.5,2167.5,808.5,,,,,,,
bli,asv,2096.5,2025.0,805.5,,,811.5,,,,1686.0
bli,asw,2081.5,2064.0,1282.5,,,,,1393.5,,
bli,ata,2111.5,2080.5,790.5,,,,,1411.5,,873.0
bli,atp,1908.0,2013.0,762.0,,,,,,,882.0
bli,atu,2107.0,2011.5,790.5,,,,,1384.5,,874.5
bli,atw,2111.0,2080.5,826.5,1387.5,3226.5,789.0,,1329.0,,910.5
bli,ava,2100.0,1879.5,1125.0,,,,,,,
bli,axy,2090.5,2055.0,1282.5,1333.5,3219.0,826.5,,1314.0,,1665.0
bli,aza,2111.5,2127.0,831.0,,,795.0,,1341.0,,912.0
bli,azc,2105.5,1951.5,796.5,1341.0,3177.0,534.0,,1269.0,,
bli,azd,2125.5,2116.5,819.0,1399.5,3132.0,801.0,,1323.0,,885.0
bli,azi,2126.5,2068.5,1317.0,1378.5,3118.5,820.5,,1372.5,,900.0
bli,azl,2152.0,2022.0,780.0,,,,,1270.5,,885.0
bli,azm,2156.5,2011.5,804.0,1318.5,3042.0,757.5,,1312.5,,
bli,azo,2135.5,2073.0,831.0,,,816.0,,1327.5,,915.0
bli,azq,2166.5,2043.0,1288.5,1378.5,3060.0,780.0,,1335.0,,907.5
bli,azr,2136.0,2062.5,822.0,,,789.0,,1330.5,,910.5
bli,azt,2140.5,2007.0,829.5,,,,,1255.5,,882.0
bli,azz,2179.0,1941.0,832.5,,,792.0,,1246.5,,880.5
bli,babb,2149.5,2073.0,799.5,1395.0,3061.5,576.0,,,,903.0
bli,babr,2149.5,2073.0,796.5,1395.0,3061.5,576.0,,,,903.0
bli,bac,2129.0,2059.5,807.0,1371.0,3267.0,792.0,,,,
bli,bacb,2995.0,3330.0,1830.0,2061.0,4963.5,1348.5,,2467.5,,
bli,bacl,2995.5,3339.0,1887.0,2086.5,5008.5,861.0,,2502.0,,
bli,baco,2736.5,2598.0,1632.0,1588.5,3505.5,1095.0,,,,
bli,bacp,2989.0,3325.5,1836.0,2056.5,4968.0,867.0,,2449.5,,
bli,bacs,2981.5,3280.5,1851.0,2080.5,4990.5,1345.5,,,,
bli,bacy,2997.5,3340.5,1899.0,2065.5,4987.5,855.0,,2520.0,,
bli,bae,2993.0,3283.5,1813.5,2037.0,4935.0,1434.0,,2616.0,,
bli,bag,2772.0,2935.5,1684.5,1536.0,3499.5,1110.0,,,,
bli,bage,2124.0,2158.5,1297.5,1374.0,3282.0,813.0,,1420.5,,
bli,bah,2722.5,2881.5,1572.0,1650.0,4336.5,1132.5,,,,
bli,bai,2724.0,2878.5,1572.0,1897.5,4333.5,1132.5,,,,
bli,bao,2978.0,3304.5,1849.5,2050.5,4936.5,1374.0,,,,
bli,bapi,2127.0,2110.5,781.5,1462.5,3289.5,835.5,,,,
bli,baq,2975.0,3343.5,1836.0,2080.5,4963.5,1350.0,,,,
bli,bar,2719.0,2878.5,1572.0,1650.0,4333.5,1132.5,,,,
bli,bast,2050.0,1929.0,762.0,,,,,,,
bli,bat,2726.5,2878.5,1570.5,1897.5,4330.5,1132.5,,,,
bli,bax,2798.5,2878.5,1570.5,1650.0,4336.5,1132.5,,,,
bli,bay,2985.5,3322.5,1833.0,2097.0,4959.0,855.0,,2464.5,,
bli,baz,2987.0,3304.5,1849.5,2050.5,4942.5,1374.0,,,,
bli,bbet,2083.0,1995.0,,,,798.0,,1383.0,,876.0
bli,bbh,2078.0,2016.0,1290.0,,,,,,,
bli,bbm,2079.5,2014.5,1284.0,,,,,,,
bli,bbr,2078.0,2013.0,1290.0,,,,,,,
bli,bbt,2086.0,2016.0,795.0,,,,,1339.5,,870.0
bli,bby,2807.0,2841.0,1569.0,1912.5,4315.5,1102.5,,,,
bli,bcad,1934.5,2085.0,835.5,,,,,,,1659.0
bli,bce,2706.0,2839.5,1564.5,1881.0,4302.0,1122.0,,,,
bli,bcl,2742.5,2677.5,1668.0,1579.5,3567.0,1048.5,,2184.0,,
bli,bfr,1891.0,2202.0,1065.0,,,,,,,
bli,bja,2094.5,1927.5,777.0,,,810.0,,1366.5,,868.5
bli,bjs,2993.0,3334.5,1869.0,2074.5,4992.0,867.0,,2370.0,,
bli,bju,2109.5,1980.0,778.5,,,801.0,,1383.0,,1663.5
bli,bld,3071.0,4938.0,2520.0,2940.0,7374.0,871.5,,4320.0,,4710.0
bli,blh,3042.0,4654.5,2391.0,2805.0,6960.0,852.0,,3957.0,,4374.0
bli,bli,3090.0,4938.0,2544.0,2940.0,7374.0,2370.0,,4320.0,,4710.0
bli,bly,2183.0,1963.5,801.0,1368.0,3166.5,,,,,
bli,bma,2038.5,2046.0,1318.5,1339.5,3198.0,796.5,,1302.0,,1722.0
bli,bmab,2110.0,2046.0,1318.5,1339.5,3184.5,753.0,,1302.0,,1722.0
bli,bmyc,2784.0,2836.5,1564.5,1909.5,4389.0,1063.5,,,,
bli,bnc,2561.0,2851.5,1560.0,1663.5,4339.5,1116.0,,,,
bli,boz,2047.0,2029.5,862.5,1374.0,3232.5,778.5,,,,
bli,bpa,2078.0,2013.0,1287.0,,,,,,,
bli,bpz,2113.0,2043.0,1312.5,1350.0,3186.0,754.5,,1296.0,,1722.0
bli,bql,2978.0,3304.5,1849.5,2050.5,4942.5,1266.0,,,,
bli,bqy,2989.0,3330.0,1830.0,2002.5,4963.5,823.5,,2449.5,,
bli,bra,2102.5,1977.0,780.0,,,,,1348.5,,873.0
bli,bsau,2160.0,1590.0,735.0,1309.5,3054.0,721.5,,,,
bli,bsui,2009.0,2061.0,793.5,1390.5,3229.5,618.0,,,,907.5
bli,bth,1657.5,2124.0,1155.0,,,,,,,
bli,btr,2148.0,2052.0,754.5,,,,,,,
bli,bxe,2010.5,2167.5,1284.0,,,805.5,,,,
bli,cac,937.0,2238.0,,,,,,,,
bli,cau,1960.5,2059.5,1092.0,,,,,,,
bli,cgl,2175.0,1953.0,825.0,1333.5,3166.5,814.5,,,,
bli,cko,239.5,2196.0,1281.0,1396.5,3415.5,778.5,,1390.5,,
bli,ctu,2134.0,2142.0,1330.5,1383.0,3403.5,831.0,,1357.5,,
bli,ddn,2165.0,1965.0,957.0,,,,,,,
bli,dha,,,765.0,,,,,,,
bli,dse,,,808.5,,,,,,,
bli,eco,2128.5,2127.0,1299.0,1417.5,3369.0,807.0,,,,
bli,ent,2123.0,2182.5,1294.5,1398.0,3315.0,822.0,,1398.0,,
bli,esa,229.0,2130.0,1318.5,1404.0,3355.5,781.5,,1350.0,,
bli,fjo,1961.5,2121.0,832.5,,,822.0,,,,1653.0
bli,gme,2318.0,2071.5,837.0,1228.5,3013.5,834.0,,,,1692.0
bli,hde,2036.5,2037.0,1221.0,,,,,,,
bli,hpy,1979.0,2152.5,1200.0,,,,,,,
bli,kpn,2130.5,2149.5,1306.5,1413.0,3240.0,715.5,,1317.0,,
bli,lap,2125.5,2100.0,805.5,,,,,1432.5,,
bli,lmo,2710.0,2592.0,1452.0,,,,,,,
bli,mag,2128.0,1941.0,796.5,,,,,1278.0,,864.0
bli,mcp,2229.0,1818.0,,,,,,,,
bli,mlo,2131.5,1980.0,786.0,,,,,1356.0,,
bli,mmu,,,795.0,,,,,,,
bli,mtu,2191.0,1917.0,823.5,1272.0,3034.5,792.0,,,,
bli,mxa,2189.5,2002.5,1329.0,,,,,,,
bli,nfa,2196.0,1966.5,760.5,1279.5,3069.0,777.0,,,,
bli,nme,,2163.0,870.0,,,,,,,1662.0
bli,nos,2085.0,1912.5,1143.0,,,816.0,,,,
bli,npc,2143.5,1650.0,780.0,,,721.5,,1540.5,,
bli,nwi,2118.5,2026.5,766.5,1275.0,2983.5,834.0,,,,
bli,pae,2164.5,2031.0,1275.0,1344.0,3211.5,760.5,,1356.0,,913.5
bli,pam,2120.5,2146.5,1291.5,,,,,1369.5,,
bli,paq,2120.5,2152.5,1284.0,,,,,1375.5,,
bli,par,2072.5,2031.0,840.0,1345.5,3060.0,819.0,,,,
bli,pcr,2069.0,2020.5,1206.0,,,807.0,,1455.0,,
bli,pdo,2105.0,1917.0,,,,,,,,
bli,pfl,2175.0,2079.0,1276.5,,,,,,,
bli,pmh,2111.5,1803.0,1053.0,,,,,,,
bli,pps,,,789.0,,,,,,,
bli,ppu,2170.0,2088.0,1246.5,,,768.0,,,,
bli,psa,960.0,2038.5,1233.0,1381.5,3282.0,784.5,,1381.5,,952.5
bli,rbd,2110.5,2026.5,783.0,,,,,,,
bli,rfr,2098.0,2092.5,1248.0,1440.0,3193.5,817.5,,1386.0,,1719.0
bli,rhc,2014.0,1942.5,813.0,,,,,1333.5,,
bli,rpa,2111.5,2022.0,783.0,,,,,,,894.0
bli,rso,2060.5,2109.0,1312.5,1387.5,3193.5,813.0,,1315.5,,1678.5
bli,sau,2704.0,2364.0,1372.5,1476.0,3303.0,,,,,
bli,sco,2203.0,1884.0,757.5,1210.5,2992.5,769.5,,1446.0,,
bli,sfr,2141.0,2112.0,847.5,,,816.0,,1455.0,,1683.0
bli,sil,2044.5,1930.5,825.0,,,,,,,901.5
bli,slr,2032.0,2073.0,859.5,,,,,,,
bli,son,2111.5,2116.5,849.0,,,,,,,
bli,spe,2118.5,2137.5,1285.5,1383.0,3256.5,796.5,,1396.5,,
bli,spy,2034.0,2155.5,,,,,,,,
bli,srr,2116.5,2125.5,1296.0,1395.0,3333.0,805.5,,1419.0,,
bli,syn,2114.5,1848.0,1146.0,,,,,,,1669.5
bli,tpo,1950.5,1890.0,,,,,,,,
bli,ttu,2157.0,2062.5,834.0,,,849.0,,1453.5,,
bli,vch,2112.5,2230.5,865.5,,,,,,,
bli,vpa,1960.0,2164.5,867.0,,,,,1431.0,,
bli,wbr,2059.5,1927.5,,,,,,,,
bli,xcc,2199.5,2026.5,805.5,,,783.0,,1342.5,,
bli,xoo,2199.5,2082.0,816.0,,,,,,,
bly,aaa,1978.0,2373.0,954.0,1662.0,3700.5,,,,,
bly,aaci,2467.5,3034.5,2374.5,1816.5,,,,,,
bly,aalg,1883.0,1744.5,1819.5,,,,,,,
bly,aamb,1525.0,,588.0,1072.5,2272.5,,,,,
bly,aaq,2612.5,2955.0,2767.5,1968.0,3984.0,,,,,
bly,aaqi,1892.0,1384.5,1566.0,,,,,,,
bly,aaqu,2018.5,2184.0,844.5,,,,,,,
bly,aasc,2019.0,1978.5,766.5,1344.0,2962.5,,,,,
bly,aba,2042.0,2338.5,1050.0,,,,,,,
bly,abo,2102.0,2134.5,2025.0,1450.5,3295.5,,,,,
bly,ace,2483.0,2791.5,885.0,1812.0,1458.0,,,,,
bly,acet,2023.5,2005.5,789.0,,,,,,,
bly,achr,2019.0,2356.5,925.5,1663.5,3661.5,,,,,
bly,acib,1892.0,1396.5,1573.5,,,,,,,
bly,acid,1997.5,2262.0,2376.0,1608.0,3541.5,,,,,
bly,acii,2079.5,2316.0,874.5,750.0,,,,,,
bly,acin,2000.5,2274.0,2382.0,,,,,,,
bly,acio,1992.0,2287.5,898.5,1578.0,,,,,,
bly,acip,2000.5,2275.5,2374.5,1606.5,3537.0,,,,,
bly,acis,2000.5,2275.5,888.0,1606.5,3537.0,,,,,
bly,ack,2009.5,2289.0,2484.0,1576.5,3538.5,,,,,
bly,acom,2063.5,2352.0,2467.5,,,,,,,
bly,acr,1966.0,2326.5,918.0,1647.0,3670.5,,,,,
bly,acra,1980.0,2260.5,2440.5,1572.0,3559.5,,,,,
bly,acry,2683.0,3120.0,2860.5,,3970.5,,,,,
bly,acto,2400.0,2140.5,2493.0,1831.5,4128.0,,,,,
bly,actt,2532.5,2860.5,861.0,1668.0,3723.0,,,,,
bly,acu,1901.0,2187.0,922.5,1372.5,3153.0,,,,,
bly,ade,2069.0,2493.0,1011.0,1470.0,3508.5,,,,,
bly,adi,2069.5,2262.0,898.5,1569.0,3474.0,,,,,
bly,adk,1978.0,2317.5,943.5,1656.0,3646.5,,,,,
bly,adn,1978.0,2316.0,942.0,1663.5,3646.5,,,,,
bly,adt,2037.5,2383.5,927.0,1663.5,3690.0,,,,,
bly,aeb,2490.5,2163.0,2833.5,2056.5,4441.5,,,,,
bly,aeh,2132.5,2367.0,1329.0,1660.5,3669.0,,,,,
bly,aei,2009.0,1731.0,1815.0,1231.5,2580.0,,,,,
bly,aep,1866.5,2320.5,919.5,1599.0,3522.0,,,,,
bly,aev,1959.5,1743.0,1872.0,,,,,,,
bly,aez,2505.5,3093.0,2929.5,1977.0,4132.5,,,,,
bly,afa,2013.5,2157.0,853.5,,,,,,,
bly,afc,1898.0,1353.0,1513.5,,,,,,,
bly,afi,2007.5,2110.5,885.0,1413.0,3072.0,,,,,
bly,afla,1939.0,1713.0,1903.5,,,,,,,
bly,afq,2024.5,2187.0,841.5,,,,,,,
bly,agc,1983.5,2320.5,891.0,,,,,,,
bly,agt,2027.0,2286.0,864.0,,,,,,,
bly,agv,1900.0,2314.5,979.5,,,,,,,
bly,aht,1873.5,2221.5,2226.0,,,,,,,
bly,ahu,2039.0,2403.0,892.5,,,,,,,
bly,ahz,1911.0,1582.5,1630.5,,,,,,,
bly,ais,2036.0,2343.0,2599.5,1630.5,3583.5,,,,,
bly,aji,2490.5,3054.0,2452.5,,,,,,,
bly,ajs,1987.5,2281.5,913.5,1653.0,3568.5,,,,,
bly,aka,1984.5,2119.5,211.5,1168.5,1311.0,,,,,
bly,alg,1999.5,1875.0,916.5,,,,,,,
bly,ali,2017.5,2382.0,903.0,,,,,,,
bly,aln,2111.0,2131.5,2025.0,1450.5,3298.5,,,,,
bly,alp,1907.0,1446.0,1542.0,,,,,,,
bly,als,1881.5,1738.5,1788.0,,,,,,,
bly,alti,1914.5,1812.0,1947.0,,,,,,,
bly,alv,2074.5,2053.5,924.0,,,,,,,
bly,amah,1880.5,2292.0,2379.0,1602.0,3567.0,,,,,
bly,amc,1986.0,,1948.5,,2997.0,,,,,
bly,ame,,,660.0,,,,,,,
bly,amh,1983.5,1900.5,,1378.5,3000.0,,,,,
bly,ami,2528.5,2979.0,930.0,1764.0,4200.0,,,,,
bly,amih,1994.0,2350.5,916.5,,,,,,,
bly,amol,1892.5,1405.5,1516.5,,,,,,,
bly,amr,2079.0,1987.5,1848.0,,,,,,,
bly,ams,2529.0,2230.5,930.0,1789.5,4053.0,,,,,
bly,amv,1973.0,2320.5,918.0,1644.0,3664.5,,,,,
bly,amyb,2573.5,3025.5,928.5,1915.5,4021.5,,,,,
bly,amyy,2535.0,3063.0,955.5,2067.0,4381.5,,,,,
bly,ane,2493.0,2226.0,2541.0,1872.0,4083.0,,,,,
bly,anp,1928.0,1696.5,1771.5,,,,,,,
bly,ant,1891.0,1522.5,1545.0,,,,,,,
bly,aoa,1911.0,2421.0,2497.5,,,,,,,
bly,aol,1966.0,2371.5,898.5,,,,,,,
bly,aon,2004.0,2340.0,916.5,1626.0,3678.0,,,,,
bly,aos,2523.5,3282.0,2533.5,1866.0,4095.0,,,,,
bly,apac,2084.0,2292.0,906.0,,,,,,,
bly,ape,1567.5,,861.0,1270.5,3211.5,,,,,
bly,apn,2665.0,3211.5,2832.0,1929.0,4078.5,,,,,
bly,apoc,1881.5,1405.5,1531.5,,,,,,,
bly,apom,2023.5,2005.5,789.0,,,,,,,
bly,app,1999.5,2394.0,885.0,,,,,,,
bly,apre,2571.5,2986.5,937.5,1758.0,4206.0,,,,,
bly,aprs,2144.5,2214.0,876.0,1500.0,3537.0,,,,,
bly,aqa,1915.5,1518.0,1717.5,,,,,,,
bly,aql,1974.5,,879.0,1591.5,3462.0,,,,,
bly,aqs,1998.5,2358.0,853.5,1597.5,3571.5,,,,,
bly,arc,1927.5,1407.0,1518.0,,,,,,,
bly,arl,2643.0,3261.0,2880.0,2002.5,4191.0,,,,,
bly,arm,2570.5,2179.5,2839.5,1908.0,3961.5,,,,,
bly,aro,2027.0,2341.5,894.0,,,,,,,
bly,art,2633.5,3180.0,2836.5,1941.0,4047.0,,,,,
bly,artp,2641.5,3282.0,2811.0,1942.5,4059.0,,,,,
bly,aru,2651.0,3250.5,2820.0,1975.5,4114.5,,,,,
bly,ary,2649.0,3255.0,2890.5,2002.5,4213.5,,,,,
bly,asc,1515.5,,877.5,,,,,,,
bly,asd,2530.0,2598.0,841.5,1869.0,3972.0,,,,,
bly,asip,1981.5,1938.0,799.5,,,,,,,
bly,ask,1915.5,1461.0,1543.5,,,,,,,
bly,asl,1748.5,1645.5,1714.5,,,,,,,
bly,asv,2023.5,2007.0,783.0,,,,,,,
bly,asw,2029.5,2347.5,907.5,,,,,,,
bly,ata,2029.5,2287.5,876.0,,,,,,,
bly,atp,1877.0,1426.5,1500.0,,,,,,,
bly,atu,2019.0,2253.0,903.0,,,,,,,
bly,atw,2033.5,2389.5,2415.0,1657.5,3754.5,,,,,
bly,ava,2061.5,1683.0,844.5,,,,,,,
bly,axy,2020.5,2331.0,912.0,1657.5,3600.0,,,,,
bly,aza,2041.5,2394.0,2487.0,,,,,,,
bly,azc,1972.5,2335.5,901.5,1659.0,3564.0,,,,,
bly,azd,2075.0,2406.0,2511.0,1671.0,3636.0,,,,,
bly,azi,2053.5,2383.5,901.5,1663.5,3633.0,,,,,
bly,azl,2028.0,2370.0,903.0,,,,,,,
bly,azm,2052.0,2386.5,898.5,1603.5,3555.0,,,,,
bly,azo,2025.0,2418.0,2487.0,,,,,,,
bly,azq,2069.5,2422.5,907.5,1693.5,3711.0,,,,,
bly,azr,2040.5,2428.5,2511.0,,,,,,,
bly,azt,2069.0,2395.5,1188.0,,,,,,,
bly,azz,2061.0,2409.0,1209.0,,,,,,,
bly,babb,1989.5,2262.0,868.5,1633.5,3373.5,,,,,
bly,babr,1989.5,2262.0,870.0,1633.5,3376.5,,,,,
bly,bac,2017.0,2341.5,2628.0,1671.0,3663.0,,,,,
bly,bacb,2200.5,1990.5,756.0,1326.0,3178.5,,,,,
bly,bacl,2178.5,1951.5,750.0,1335.0,3142.5,,,,,
bly,baco,2167.0,2035.5,778.5,1501.5,3243.0,,,,,
bly,bacp,2194.5,1996.5,750.0,1344.0,3162.0,,,,,
bly,bacs,2194.5,2029.5,748.5,1339.5,3181.5,,,,,
bly,bacy,2192.5,1957.5,751.5,1339.5,3120.0,,,,,
bly,bae,2198.5,1879.5,732.0,1279.5,3042.0,,,,,
bly,bag,2153.0,1932.0,783.0,1416.0,3177.0,,,,,
bly,bage,2006.0,2106.0,793.5,1464.0,3249.0,,,,,
bly,bah,2084.0,1698.0,679.5,1032.0,2769.0,,,,,
bly,bai,2090.0,1701.0,679.5,1183.5,2766.0,,,,,
bly,bao,2162.5,2004.0,754.5,1350.0,3171.0,,,,,
bly,bapi,2004.5,2038.5,745.5,1441.5,3078.0,,,,,
bly,baq,2159.5,1986.0,750.0,1350.0,3171.0,,,,,
bly,bar,2086.5,1701.0,679.5,1032.0,2766.0,,,,,
bly,bast,2358.0,2895.0,885.0,,,,,,,
bly,bat,2094.0,1701.0,687.0,1183.5,2763.0,,,,,
bly,bax,2166.0,1701.0,687.0,1032.0,2769.0,,,,,
bly,bay,2195.5,1998.0,751.5,1350.0,3145.5,,,,,
bly,baz,2203.0,2004.0,756.0,1350.0,3172.5,,,,,
bly,bbet,1966.5,2425.5,,,,,,,,
bly,bbh,2024.5,2332.5,924.0,,,,,,,
bly,bbm,2027.5,2329.5,925.5,,,,,,,
bly,bbr,2024.5,2335.5,924.0,,,,,,,
bly,bbt,1959.0,2353.5,900.0,,,,,,,
bly,bby,2206.0,1723.5,675.0,1147.5,2760.0,,,,,
bly,bcad,1908.0,1866.0,1909.5,,,,,,,
bly,bce,2099.0,1711.5,670.5,1144.5,2772.0,,,,,
bly,bcl,2191.0,1927.5,766.5,1447.5,3138.0,,,,,
bly,bfr,1914.0,1879.5,685.5,,,,,,,
bly,bja,1954.0,2329.5,912.0,,,,,,,
bly,bjs,2161.0,1938.0,744.0,1341.0,3156.0,,,,,
bly,bju,1961.5,2400.0,901.5,,,,,,,
bly,bld,2165.5,1963.5,853.5,1368.0,3166.5,,,,,
bly,blh,2153.0,1951.5,832.5,1380.0,3177.0,,,,,
bly,bli,2183.0,1963.5,801.0,1368.0,3166.5,,,,,
bly,bly,3070.0,5136.0,4458.0,3306.0,7380.0,,,,,
bly,bma,1917.5,2352.0,921.0,1701.0,3718.5,,,,,
bly,bmab,1989.0,2352.0,921.0,1701.0,3720.0,,,,,
bly,bmyc,2141.0,1731.0,648.0,1207.5,2947.5,,,,,
bly,bnc,1987.0,1701.0,676.5,996.0,2781.0,,,,,
bly,boz,2016.0,2161.5,2212.5,1504.5,3349.5,,,,,
bly,bpa,2024.5,2335.5,928.5,,,,,,,
bly,bpz,1992.0,2367.0,927.0,1710.0,3723.0,,,,,
bly,bql,2168.5,2004.0,754.5,1350.0,3172.5,,,,,
bly,bqy,2194.5,1990.5,756.0,1294.5,3178.5,,,,,
bly,bra,1948.5,2395.5,910.5,,,,,,,
bly,bsau,2633.0,2097.0,2878.5,2224.5,4837.5,,,,,
bly,bsui,1867.0,2271.0,868.5,1629.0,3559.5,,,,,
bly,bth,1638.5,1738.5,711.0,,,,,,,
bly,btr,2012.0,1722.0,627.0,,,,,,,
bly,bxe,1904.5,2290.5,867.0,,,,,,,
bly,cac,925.5,1555.5,,,,,,,,
bly,cau,1952.0,2119.5,1263.0,,,,,,,
bly,cgl,2522.0,2689.5,2701.5,1740.0,3564.0,,,,,
bly,cko,220.5,2173.5,828.0,1543.5,3259.5,,,,,
bly,ctu,2025.0,2245.5,847.5,1570.5,3457.5,,,,,
bly,ddn,2069.5,2350.5,823.5,,,,,,,
bly,dha,,,699.0,,,,,,,
bly,dse,,,1000.5,,,,,,,
bly,eco,2004.5,2131.5,774.0,1510.5,3259.5,,,,,
bly,ent,1990.0,2131.5,793.5,1534.5,3273.0,,,,,
bly,esa,222.0,2253.0,834.0,1605.0,3447.0,,,,,
bly,fjo,1945.5,1623.0,1737.0,,,,,,,
bly,gme,2135.5,2337.0,2178.0,1405.5,3379.5,,,,,
bly,hde,1984.5,1705.5,685.5,,,,,,,
bly,hpy,1939.0,1605.0,706.5,,,,,,,
bly,kpn,2011.0,2251.5,847.5,1591.5,3421.5,,,,,
bly,lap,1994.0,2272.5,883.5,,,,,,,
bly,lmo,2175.0,1791.0,664.5,,,,,,,
bly,mag,2029.5,2329.5,2541.0,,,,,,,
bly,mcp,1974.5,1120.5,,,,,,,,
bly,mlo,1982.0,2250.0,879.0,,,,,,,
bly,mmu,,,727.5,,,,,,,
bly,mtu,2533.5,2700.0,2401.5,1902.0,3846.0,,,,,
bly,mxa,2088.0,2430.0,955.5,,,,,,,
bly,nfa,2552.0,2893.5,924.0,1981.5,4264.5,,,,,
bly,nme,,2164.5,2220.0,,,,,,,
bly,nos,2016.5,1665.0,838.5,,,,,,,
