species_1,species_2,16S,gyrB,icd,napA,narG,narK,nirB,nirK,nirS,norB
bly,npc,2469.5,2176.5,2698.5,,,,,,,
bly,nwi,1961.5,2295.0,885.0,1500.0,3244.5,,,,,
bly,pae,2007.5,2404.5,915.0,1690.5,3724.5,,,,,
bly,pam,1998.0,2188.5,792.0,,,,,,,
bly,paq,1998.0,2188.5,790.5,,,,,,,
bly,par,1975.5,1876.5,1791.0,1312.5,2994.0,,,,,
bly,pcr,1981.0,1857.0,721.5,,,,,,,
bly,pdo,2383.0,2823.0,,,,,,,,
bly,pfl,2003.0,2286.0,877.5,,,,,,,
bly,pmh,2014.5,1183.5,718.5,,,,,,,
bly,pps,,,949.5,,,,,,,
bly,ppu,2001.0,2421.0,886.5,,,,,,,
bly,psa,950.0,2388.0,882.0,1647.0,3639.0,,,,,
bly,rbd,1985.0,2427.0,2667.0,,,,,,,
bly,rfr,1995.0,2220.0,789.0,1548.0,3460.5,,,,,
bly,rhc,1968.0,2286.0,867.0,,,,,,,
bly,rpa,1969.5,2319.0,928.5,,,,,,,
bly,rso,1963.5,2335.5,936.0,1648.5,3801.0,,,,,
bly,sau,2152.5,1680.0,612.0,1173.0,2626.5,,,,,
bly,sco,2517.0,3196.5,2803.5,1737.0,4161.0,,,,,
bly,sfr,2017.0,1860.0,1797.0,,,,,,,
bly,sil,1916.0,2266.5,2274.0,,,,,,,
bly,slr,1938.0,1944.0,1012.5,,,,,,,
bly,son,1996.5,2016.0,2016.0,,,,,,,
bly,spe,2029.0,2226.0,831.0,1593.0,3348.0,,,,,
bly,spy,1745.0,1665.0,,,,,,,,
bly,srr,2003.0,2253.0,856.5,1566.0,3433.5,,,,,
bly,syn,2082.0,1834.5,901.5,,,,,,,
bly,tpo,1927.0,1716.0,,,,,,,,
bly,ttu,1979.0,2076.0,2229.0,,,,,,,
bly,vch,1976.5,2077.5,2079.0,,,,,,,
bly,vpa,1864.5,1995.0,1999.5,,,,,,,
bly,wbr,1935.5,1159.5,,,,,,,,
bly,xcc,2105.5,2352.0,2589.0,,,,,,,
bly,xoo,2102.5,2343.0,2505.0,,,,,,,
bma,aaa,2495.0,3600.0,1921.5,2059.5,4843.5,1518.0,,3082.5,,
bma,aaci,1897.0,2370.0,909.0,1686.0,,957.0,,,,1947.0
bma,aalg,1840.5,1842.0,733.5,,,664.5,1705.5,,1129.5,673.5
bma,aamb,1382.0,,807.0,1080.0,2233.5,556.5,,,,
bma,aaq,1934.0,2082.0,922.5,1576.5,3517.5,853.5,,,,
bma,aaqi,1897.5,1389.0,627.0,,,,,,,
bma,aaqu,2525.0,3171.0,1683.0,,,,,,1702.5,1974.0
bma,aasc,2089.0,2107.5,816.0,1525.5,3282.0,873.0,2361.0,,,
bma,aba,1959.0,2452.5,1335.0,,,,,,,2250.0
bma,abo,2229.0,2535.0,813.0,1626.0,3945.0,765.0,2626.5,2221.5,,
bma,ace,1992.0,2397.0,867.0,1632.0,1351.5,1005.0,2425.5,1656.0,,
bma,acet,2089.0,2133.0,826.5,,,783.0,2155.5,,,904.5
bma,achr,2531.5,3682.5,1911.0,2239.5,5482.5,1668.0,,2937.0,1956.0,2341.5
bma,acib,1897.5,1414.5,604.5,,,,,,,
bma,acid,2498.0,3438.0,901.5,2004.0,4459.5,1389.0,,3007.5,2196.0,1050.0
bma,acii,2310.0,2880.0,1413.0,820.5,,772.5,,2668.5,,1902.0
bma,acin,2495.0,3421.5,907.5,,,1375.5,,3003.0,2211.0,
bma,acio,2476.0,3357.0,1756.5,1969.5,,894.0,,2998.5,2266.5,1047.0
bma,acip,2501.0,3421.5,910.5,2004.0,4477.5,1386.0,,2964.0,2191.5,1050.0
bma,acis,2501.0,3421.5,1765.5,2004.0,4477.5,928.5,,2964.0,2191.5,1050.0
bma,ack,2507.0,3435.0,915.0,1980.0,4476.0,1371.0,,2994.0,,2202.0
bma,acom,2471.0,3336.0,949.5,,,,,2853.0,2569.5,1014.0
bma,acr,2090.0,2638.5,930.0,2059.5,4633.5,1063.5,,2218.5,,
bma,acra,2482.0,3454.5,919.5,2010.0,4531.5,1423.5,,3004.5,2296.5,
bma,acry,1953.5,2320.5,919.5,,3636.0,957.0,2568.0,1773.0,,
bma,acto,1877.5,2113.5,867.0,1644.0,3540.0,928.5,,,,
bma,actt,1945.5,2232.0,889.5,1578.0,3421.5,913.5,,,,
bma,acu,2187.0,2676.0,1245.0,1480.5,3385.5,867.0,,2292.0,,
bma,ade,2055.0,2698.5,1507.5,1561.5,3877.5,991.5,,,1669.5,2337.0
bma,adi,2243.0,2782.5,1531.5,1771.5,4192.5,946.5,1161.0,2356.5,1809.0,2167.5
bma,adk,2504.0,3622.5,1840.5,2079.0,4737.0,1497.0,,3160.5,2451.0,2299.5
bma,adn,2504.0,3624.0,1840.5,2082.0,4734.0,1498.5,,3159.0,2454.0,2298.0
bma,adt,2532.0,3658.5,1905.0,2230.5,5530.5,1653.0,2979.0,,,
bma,aeb,1899.0,2221.5,925.5,1735.5,3804.0,978.0,,,,
bma,aeh,2274.5,2943.0,1185.0,1900.5,4518.0,1290.0,,2418.0,1884.0,999.0
bma,aei,2218.5,2062.5,762.0,1479.0,3291.0,649.5,,,,
bma,aep,1990.5,2467.5,907.5,1885.5,4297.5,775.5,,,,
bma,aev,1788.0,1774.5,720.0,,,,,,1101.0,678.0
bma,aez,1908.0,2440.5,940.5,1732.5,3829.5,988.5,,,,
bma,afa,2512.5,3196.5,1699.5,,,,,,1707.0,2035.5
bma,afc,1914.0,1392.0,570.0,,,,,,889.5,624.0
bma,afi,2308.5,2614.5,1251.0,1450.5,3376.5,780.0,,2389.5,,
bma,afla,1862.0,1804.5,739.5,,,705.0,,1107.0,1209.0,
bma,afq,2522.0,3174.0,1675.5,,,,,,1675.5,1965.0
bma,agc,2079.0,2503.5,901.5,,,,,2386.5,,946.5
bma,agt,2085.0,2487.0,882.0,,,,,2365.5,,972.0
bma,agv,1784.0,2535.0,1465.5,,,,,,,2398.5
bma,aht,1928.5,2419.5,918.0,,,,,2457.0,,960.0
bma,ahu,2062.5,2673.0,921.0,,,,,2569.5,1984.5,1020.0
bma,ahz,1805.5,1606.5,664.5,,,568.5,1545.0,,1023.0,
bma,ais,2529.0,3577.5,939.0,2176.5,5373.0,1633.5,2838.0,2850.0,,2250.0
bma,aji,1896.0,2383.5,885.0,,,,,,,
bma,ajs,2483.5,3559.5,1806.0,2046.0,4548.0,1419.0,,3138.0,2343.0,2263.5
bma,aka,2528.5,3166.5,736.5,1342.5,1405.5,1077.0,,,,
bma,alg,2182.0,2325.0,780.0,,,,,,,1266.0
bma,ali,2072.5,2649.0,916.5,,,,,2637.0,1969.5,1015.5
bma,aln,2229.0,2530.5,811.5,1626.0,3948.0,765.0,2586.0,2221.5,,
bma,alp,1893.0,1452.0,655.5,,,567.0,,,925.5,649.5
bma,als,1792.5,1723.5,682.5,,,637.5,1707.0,,1095.0,
bma,alti,1846.5,1872.0,789.0,,,,,,1095.0,
bma,alv,2284.0,2419.5,1704.0,,,,,,,2046.0
bma,amah,2387.0,3012.0,916.5,2022.0,4834.5,934.5,,2734.5,,1018.5
bma,amc,2164.0,,823.5,,3697.5,766.5,2241.0,1884.0,,
bma,ame,,,624.0,,,,,,,
bma,amh,2158.5,2352.0,,1572.0,3702.0,727.5,2244.0,1887.0,,
bma,ami,1991.0,2523.0,922.5,1786.5,3924.0,963.0,2848.5,1801.5,,
bma,amih,2071.5,2632.5,900.0,,,1188.0,,2596.5,,988.5
bma,amol,1881.5,1353.0,591.0,,,,,,,
bma,amr,1976.5,2005.5,760.5,,,442.5,2259.0,,,1710.0
bma,ams,1946.5,2265.0,928.5,1743.0,3765.0,961.5,,,,
bma,amv,2086.5,2650.5,930.0,2049.0,4650.0,1057.5,,2512.5,,
bma,amyb,1980.5,2500.5,918.0,1710.0,3694.5,1027.5,2886.0,1740.0,,
bma,amyy,1988.5,2545.5,907.5,1732.5,3754.5,1029.0,2805.0,1776.0,,
bma,ane,1919.5,2265.0,871.5,1659.0,3616.5,958.5,,,,1935.0
bma,anp,1849.5,1800.0,712.5,,,,,,1128.0,
bma,ant,1920.5,1516.5,622.5,,,,,,,
bma,aoa,2416.0,3463.5,976.5,,,931.5,3436.5,3129.0,2413.5,1045.5
bma,aol,2045.0,2637.0,901.5,,,1048.5,,2629.5,1987.5,1017.0
bma,aon,2534.5,3628.5,1924.5,2061.0,4693.5,1503.0,3373.5,3007.5,2346.0,1092.0
bma,aos,1915.5,2382.0,870.0,1672.5,3583.5,969.0,,,,1929.0
bma,apac,2227.5,2803.5,1569.0,,,966.0,2823.0,2418.0,,2224.5
bma,ape,1421.5,,1044.0,1282.5,3379.5,,,,,
bma,apn,1944.5,2305.5,916.5,1653.0,3729.0,943.5,2518.5,1756.5,,
bma,apoc,1881.0,1396.5,577.5,,,,,,,
bma,apom,2089.0,2133.0,826.5,,,783.0,2155.5,,,1497.0
bma,app,2546.5,3354.0,1710.0,,,1017.0,,2998.5,1545.0,2833.5
bma,apre,1978.5,2530.5,925.5,1789.5,3925.5,969.0,2871.0,1800.0,,
bma,aprs,2319.5,2857.5,1443.0,1791.0,4366.5,940.5,,,,1783.5
bma,aqa,1826.5,1594.5,661.5,,,589.5,1563.0,,,
bma,aql,2493.0,,1654.5,1983.0,4738.5,885.0,,2815.5,,957.0
bma,aqs,2470.5,3091.5,1531.5,2037.0,4803.0,924.0,,2676.0,,1038.0
bma,arc,1892.5,1381.5,619.5,,,534.0,,,,
bma,arl,1954.0,2362.5,933.0,1752.0,3766.5,964.5,2551.5,1764.0,,
bma,arm,1928.0,2148.0,913.5,1608.0,3663.0,904.5,,,,
bma,aro,2094.0,2506.5,900.0,,,,,2325.0,1863.0,967.5
bma,art,1950.5,2281.5,915.0,1704.0,3742.5,948.0,2526.0,1792.5,,
bma,artp,1958.5,2314.5,933.0,1701.0,3721.5,975.0,2622.0,1870.5,,
bma,aru,1951.5,2386.5,925.5,1701.0,3739.5,970.5,2595.0,1860.0,,
bma,ary,1957.0,2358.0,939.0,1752.0,3783.0,945.0,2544.0,1756.5,,
bma,asc,1395.0,,1080.0,,,,,,,1606.5
bma,asd,1956.5,2263.5,847.5,1624.5,3565.5,916.5,2539.5,,,
bma,asip,2186.5,2467.5,1377.0,,,,,,,1347.0
bma,ask,1867.0,1440.0,591.0,,,,,,,
bma,asl,1709.0,1758.0,693.0,,,,,,1089.0,
bma,asv,2089.0,2134.5,843.0,,,783.0,2157.0,,,1492.5
bma,asw,2540.5,3501.0,1930.5,,,,2905.5,2760.0,,
bma,ata,2084.5,2484.0,882.0,,,,,2340.0,,967.5
bma,atp,1876.5,1440.0,568.5,,,,,,910.5,621.0
bma,atu,2074.0,2404.5,891.0,,,,,2371.5,,964.5
bma,atw,2444.0,3544.5,960.0,2076.0,4818.0,1041.0,,3018.0,2037.0,1059.0
bma,ava,1911.0,1698.0,976.5,,,,,,,
bma,axy,2549.5,3607.5,1951.5,2215.5,5424.0,1662.0,2869.5,2938.5,1902.0,2313.0
bma,aza,2495.5,3514.5,967.5,,,1036.5,,3139.5,2631.0,1038.0
bma,azc,2072.5,2547.0,912.0,2053.5,4506.0,814.5,,2595.0,,
bma,azd,2466.0,3466.5,946.5,1990.5,4512.0,1056.0,,3169.5,2685.0,1015.5
bma,azi,2473.0,3489.0,1807.5,1954.5,4548.0,1074.0,,3148.5,2458.5,1024.5
bma,azl,2071.0,2671.5,913.5,,,,,2577.0,,1002.0
bma,azm,2083.0,2668.5,921.0,1875.0,4255.5,1023.0,,2590.5,,
bma,azo,2495.5,3468.0,969.0,,,933.0,3418.5,3136.5,2415.0,1047.0
bma,azq,2519.0,3451.5,1695.0,1935.0,4492.5,993.0,,3006.0,2664.0,1008.0
bma,azr,2490.0,3508.5,964.5,,,975.0,3462.0,3148.5,2365.5,1051.5
bma,azt,2085.0,2706.0,925.5,,,,,2607.0,1959.0,1030.5
bma,azz,2092.0,2724.0,961.5,,,1005.0,,2632.5,2010.0,1029.0
bma,babb,2089.5,2467.5,870.0,1951.5,4164.0,751.5,,,1797.0,946.5
bma,babr,2089.5,2467.5,870.0,1951.5,4167.0,751.5,,,1797.0,946.5
bma,bac,2882.0,4510.5,972.0,2133.0,4804.5,1035.0,4122.0,,,
bma,bacb,2038.0,2049.0,1285.5,1383.0,3213.0,798.0,,1330.5,,
bma,bacl,2040.0,1965.0,1219.5,1330.5,3136.5,795.0,,1258.5,,
bma,baco,2084.0,2109.0,1209.0,1509.0,3250.5,864.0,,,,
bma,bacp,2036.5,2059.5,1282.5,1366.5,3216.0,789.0,,1342.5,,
bma,bacs,2033.5,2112.0,1281.0,1338.0,3211.5,790.5,,,,
bma,bacy,2033.0,1954.5,1230.0,1323.0,3162.0,780.0,,1252.5,,
bma,bae,2034.5,1948.5,1168.5,1308.0,3028.5,699.0,,1243.5,,
bma,bag,2028.0,2130.0,1350.0,1437.0,3319.5,790.5,,,,
bma,bage,2217.0,2497.5,1458.0,1705.5,4084.5,874.5,2431.5,2092.5,,
bma,bah,2029.5,1702.5,1066.5,1015.5,2673.0,592.5,,,,
bma,bai,2032.5,1702.5,1066.5,1183.5,2670.0,592.5,,,,
bma,bao,2040.5,2065.5,1267.5,1375.5,3151.5,804.0,,,,
bma,bapi,2059.5,2151.0,766.5,1624.5,3747.0,795.0,,,,
bma,baq,2048.0,2052.0,1282.5,1363.5,3211.5,819.0,,,,
bma,bar,2030.5,1702.5,1066.5,1015.5,2670.0,592.5,,,,
bma,bast,1889.5,2260.5,843.0,,,,,,,
bma,bat,2027.5,1702.5,1084.5,1183.5,2670.0,592.5,,,,
bma,bax,2015.5,1702.5,1084.5,1015.5,2673.0,592.5,,,,
bma,bay,2037.5,2044.5,1285.5,1384.5,3217.5,802.5,,1336.5,,
bma,baz,2030.0,2065.5,1267.5,1375.5,3154.5,804.0,,,,
bma,bbet,2053.0,2737.5,,,,999.0,,2605.5,1984.5,990.0
bma,bbh,2585.0,3546.0,1921.5,,,,,,,
bma,bbm,2582.0,3546.0,1915.5,,,,,,,
bma,bbr,2585.0,3552.0,1921.5,,,,,,,
bma,bbt,2045.5,2668.5,897.0,,,,,2613.0,1903.5,1018.5
bma,bby,2012.0,1699.5,1059.0,1155.0,2664.0,597.0,,,,
bma,bcad,1835.5,1881.0,748.5,,,,,,1093.5,1713.0
bma,bce,1965.0,1692.0,1062.0,1152.0,2662.5,597.0,,,,
bma,bcl,2043.5,2013.0,1236.0,1462.5,3162.0,760.5,,1170.0,,
bma,bfr,1769.5,1986.0,1038.0,,,,,,,
bma,bja,2042.0,2638.5,901.5,,,990.0,,2628.0,1965.0,1000.5
bma,bjs,2049.5,1950.0,1197.0,1326.0,3135.0,787.5,,1201.5,,
bma,bju,2045.0,2700.0,898.5,,,1000.5,,2602.5,,1839.0
bma,bld,2042.0,2046.0,1333.5,1339.5,3198.0,816.0,,1302.0,,1722.0
bma,blh,2043.0,2046.0,1306.5,1348.5,3177.0,822.0,,1276.5,,1680.0
bma,bli,2038.5,2046.0,1318.5,1339.5,3198.0,796.5,,1302.0,,1722.0
bma,bly,1917.5,2352.0,921.0,1701.0,3718.5,,,,,
bma,bma,2976.0,5202.0,2520.0,3108.0,7494.0,2460.0,5112.0,5712.0,3966.0,4578.0
bma,bmab,2957.5,5202.0,2520.0,3108.0,7440.0,1041.0,5112.0,5709.0,,4578.0
bma,bmyc,2005.5,1708.5,1033.5,1204.5,2770.5,636.0,,,,
bma,bnc,1890.5,1711.5,1059.0,985.5,2608.5,595.5,,,,
bma,boz,2546.5,3153.0,862.5,1782.0,4117.5,903.0,,,,
bma,bpa,2585.0,3552.0,1912.5,,,,,,,
bma,bpz,2954.5,5152.5,2505.0,3087.0,7428.0,1107.0,5091.0,5676.0,3957.0,4563.0
bma,bql,2043.5,2065.5,1267.5,1375.5,3154.5,784.5,,,,
bma,bqy,2035.0,2049.0,1285.5,1354.5,3213.0,762.0,,1326.0,,
bma,bra,2050.0,2749.5,895.5,,,,,2685.0,,1024.5
bma,bsau,1935.0,2149.5,912.0,1758.0,3810.0,1003.5,2595.0,,,
bma,bsui,2027.0,2461.5,873.0,1945.5,4398.0,799.5,,,1789.5,948.0
bma,bth,1602.0,1818.0,1156.5,,,,,,,
bma,btr,2059.5,1848.0,687.0,,,,,,,
bma,bxe,2720.0,4000.5,1992.0,,,1011.0,3646.5,,,
bma,cac,883.0,1527.0,,,,,,,,
bma,cau,1819.5,2250.0,1105.5,,,,,,,
bma,cgl,1941.0,2304.0,889.5,1545.0,3079.5,837.0,,,,
bma,cko,325.0,2682.0,1534.5,1768.5,4162.5,849.0,2619.0,2217.0,,
bma,ctu,2225.5,2818.5,1570.5,1915.5,4402.5,942.0,2791.5,2545.5,,
bma,ddn,2027.0,2449.5,1080.0,,,,,,,
bma,dha,,,696.0,,,,,,,
bma,dse,,,870.0,,,,,,,
bma,eco,2188.5,2610.0,1440.0,1741.5,4041.0,847.5,2562.0,,,
bma,ent,2205.5,2602.5,1479.0,1767.0,4071.0,847.5,2617.5,2080.5,,
bma,esa,326.5,2800.5,1542.0,1930.5,4369.5,909.0,2742.0,2538.0,,
bma,fjo,1832.5,1650.0,697.5,,,670.5,1677.0,,,1560.0
bma,gme,2127.5,2587.5,873.0,1452.0,3472.5,1296.0,,,,1924.5
bma,hde,2150.5,2005.5,1189.5,,,,,,,
bma,hpy,1893.5,1759.5,1182.0,,,,,,,
bma,kpn,2184.5,2719.5,1519.5,1858.5,4173.0,793.5,2734.5,2370.0,,
bma,lap,2046.0,2491.5,888.0,,,,,2239.5,,
bma,lmo,1999.0,1782.0,1089.0,,,,,,,
bma,mag,2090.5,2608.5,906.0,,,,,2404.5,1500.0,942.0
bma,mcp,1902.0,1165.5,,,,,,,,
bma,mlo,2092.5,2481.0,900.0,,,,,2545.5,,
bma,mmu,,,745.5,,,,,,,
bma,mtu,1958.5,2319.0,942.0,1684.5,3499.5,972.0,2598.0,,,
bma,mxa,2062.0,2718.0,1449.0,,,,,,,
bma,nfa,1957.5,2469.0,900.0,1731.0,3843.0,1032.0,2812.5,,,
bma,nme,,2643.0,868.5,,,,,,,1900.5
bma,nos,1891.5,1681.5,967.5,,,700.5,,,,
bma,npc,1924.5,2230.5,921.0,,,1041.0,2889.0,1833.0,,
bma,nwi,2064.5,2623.5,898.5,1540.5,3471.0,826.5,,,,
bma,pae,2266.5,2964.0,1662.0,2019.0,4725.0,1033.5,,2815.5,2038.5,1090.5
bma,pam,2215.0,2616.0,1434.0,,,,,2226.0,,
bma,paq,2230.0,2619.0,1432.5,,,,,2218.5,,
bma,par,2207.5,2152.5,804.0,1521.0,3495.0,787.5,,,,
bma,pcr,2214.5,2170.5,1290.0,,,759.0,2199.0,1915.5,,
bma,pdo,1853.0,2256.0,,,,,,,,
bma,pfl,2290.5,2830.5,1581.0,,,,,,,
bma,pmh,1936.0,1170.0,874.5,,,,,,,
bma,pps,,,853.5,,,,,,,
bma,ppu,2263.0,2866.5,1590.0,,,966.0,2809.5,,,
bma,psa,910.5,2859.0,1618.5,2005.5,4653.0,1005.0,2880.0,2826.0,2016.0,1122.0
bma,rbd,2371.5,3048.0,927.0,,,,,,,
bma,rfr,2489.5,3394.5,1639.5,1858.5,4374.0,1323.0,,2910.0,2524.5,2625.0
bma,rhc,1970.5,2496.0,912.0,,,,,2400.0,,
bma,rpa,2060.5,2658.0,921.0,,,,,,1977.0,988.5
bma,rso,2642.5,3741.0,1998.0,2404.5,5850.0,1695.0,3631.5,2764.5,2376.0,3013.5
bma,sau,1978.0,1656.0,975.0,1138.5,2473.5,,,,,
bma,sco,1955.5,2446.5,915.0,1714.5,3789.0,1030.5,2868.0,2140.5,,
bma,sfr,2232.5,2173.5,787.5,,,717.0,1948.5,1648.5,,1809.0
bma,sil,1942.5,2472.0,918.0,,,,,,1783.5,1006.5
bma,slr,1882.0,2005.5,846.0,,,,,,,
bma,son,2227.0,2466.0,819.0,,,,,,,
bma,spe,2210.0,2739.0,1515.0,1878.0,4165.5,862.5,2634.0,2193.0,,
bma,spy,1722.0,1678.5,,,,,,,,
bma,srr,2208.0,2760.0,1537.5,1903.5,4288.5,889.5,2695.5,2407.5,,
bma,syn,1931.5,1837.5,1074.0,,,,,,,1729.5
bma,tpo,1868.0,1756.5,,,,,,,,
bma,ttu,2169.0,2629.5,864.0,,,867.0,2548.5,2181.0,,
bma,vch,2195.0,2517.0,858.0,,,,,,,
bma,vpa,2099.5,2415.0,795.0,,,,2304.0,1777.5,,
bma,wbr,2098.5,1392.0,,,,,,,,
bma,xcc,2306.0,2833.5,928.5,,,987.0,,2922.0,,
bma,xoo,2303.0,2844.0,934.5,,,,,,,
bmab,aaa,2575.5,3600.0,1921.5,2059.5,4855.5,1012.5,,3084.0,,
bmab,aaci,1968.5,2370.0,909.0,1686.0,,1059.0,,,,1947.0
bmab,aalg,1913.5,1842.0,733.5,,,699.0,1705.5,,,673.5
bmab,aamb,1429.5,,807.0,1080.0,2236.5,574.5,,,,
bmab,aaq,2007.0,2082.0,922.5,1576.5,3516.0,919.5,,,,
bmab,aaqi,1972.0,1389.0,627.0,,,,,,,
bmab,aaqu,2602.5,3171.0,1683.0,,,,,,,1974.0
bmab,aasc,2159.0,2107.5,816.0,1525.5,3282.0,894.0,2361.0,,,
bmab,aba,2032.0,2452.5,1335.0,,,,,,,2250.0
bmab,abo,2302.0,2535.0,813.0,1626.0,3957.0,916.5,2626.5,2224.5,,
bmab,ace,2054.5,2397.0,867.0,1632.0,1356.0,1062.0,2425.5,1657.5,,
bmab,acet,2159.0,2133.0,826.5,,,807.0,2155.5,,,904.5
bmab,achr,2609.0,3682.5,1911.0,2239.5,5494.5,999.0,,2934.0,,2341.5
bmab,acib,1972.0,1414.5,604.5,,,,,,,
bmab,acid,2575.5,3438.0,901.5,2004.0,4471.5,957.0,,3010.5,,1050.0
bmab,acii,2384.5,2880.0,1413.0,820.5,,801.0,,2671.5,,1902.0
bmab,acin,2572.5,3421.5,907.5,,,949.5,,3006.0,,
bmab,acio,2553.5,3357.0,1756.5,1969.5,,888.0,,3001.5,,1047.0
bmab,acip,2578.5,3421.5,910.5,2004.0,4489.5,952.5,,2965.5,,1050.0
bmab,acis,2578.5,3421.5,1765.5,2004.0,4489.5,1563.0,,2965.5,,1050.0
bmab,ack,2584.5,3435.0,915.0,1980.0,4488.0,975.0,,2997.0,,2202.0
bmab,acom,2548.5,3336.0,949.5,,,,,2854.5,,1014.0
bmab,acr,2163.0,2638.5,930.0,2059.5,4645.5,1140.0,,2220.0,,
bmab,acra,2553.5,3454.5,919.5,2010.0,4543.5,996.0,,3007.5,,
bmab,acry,2025.0,2320.5,919.5,,3615.0,1279.5,2568.0,1773.0,,
bmab,acto,1949.0,2113.5,867.0,1644.0,3529.5,1066.5,,,,
bmab,actt,2017.0,2232.0,889.5,1578.0,3411.0,1108.5,,,,
bmab,acu,2171.5,2676.0,1245.0,1480.5,3397.5,940.5,,2289.0,,
bmab,ade,2117.5,2698.5,1507.5,1561.5,3889.5,1642.5,,,,2337.0
bmab,adi,2319.0,2782.5,1531.5,1771.5,4204.5,985.5,1161.0,2355.0,,2167.5
bmab,adk,2584.5,3622.5,1840.5,2079.0,4749.0,1035.0,,3162.0,,2299.5
bmab,adn,2584.5,3624.0,1840.5,2082.0,4746.0,1036.5,,3160.5,,2298.0
bmab,adt,2609.5,3658.5,1905.0,2230.5,5542.5,1036.5,2979.0,,,
bmab,aeb,1970.5,2221.5,925.5,1735.5,3781.5,942.0,,,,
bmab,aeh,2352.0,2943.0,1185.0,1900.5,4530.0,946.5,,2419.5,,999.0
bmab,aei,2291.5,2062.5,762.0,1479.0,3303.0,1056.0,,,,
bmab,aep,1976.5,2467.5,907.5,1885.5,4305.0,975.0,,,,
bmab,aev,1858.0,1774.5,720.0,,,,,,,678.0
bmab,aez,1979.5,2440.5,940.5,1732.5,3817.5,991.5,,,,
bmab,afa,2590.0,3196.5,1699.5,,,,,,,2035.5
bmab,afc,1988.5,1392.0,570.0,,,,,,,624.0
bmab,afi,2387.5,2614.5,1251.0,1450.5,3388.5,798.0,,2388.0,,
bmab,afla,1932.0,1804.5,739.5,,,730.5,,1107.0,,
bmab,afq,2599.5,3174.0,1675.5,,,,,,,1965.0
bmab,agc,2146.0,2503.5,901.5,,,,,2383.5,,946.5
bmab,agt,2158.0,2487.0,882.0,,,,,2365.5,,972.0
bmab,agv,1854.0,2535.0,1465.5,,,,,,,2398.5
bmab,aht,2003.0,2419.5,918.0,,,,,2458.5,,960.0
bmab,ahu,2135.5,2673.0,921.0,,,,,2572.5,,1020.0
bmab,ahz,1875.5,1606.5,664.5,,,597.0,1545.0,,,
bmab,ais,2606.5,3577.5,939.0,2176.5,5385.0,993.0,2838.0,2847.0,,2250.0
bmab,aji,1967.5,2383.5,885.0,,,,,,,
bmab,ajs,2562.5,3559.5,1806.0,2046.0,4560.0,1008.0,,3136.5,,2263.5
bmab,aka,2606.0,3166.5,736.5,1342.5,1416.0,837.0,,,,
bmab,alg,2255.0,2325.0,780.0,,,,,,,1266.0
bmab,ali,2147.0,2649.0,916.5,,,,,2637.0,,1015.5
bmab,aln,2302.0,2530.5,811.5,1626.0,3960.0,916.5,2586.0,2224.5,,
bmab,alp,1964.5,1452.0,655.5,,,597.0,,,,649.5
bmab,als,1862.5,1723.5,682.5,,,700.5,1707.0,,,
bmab,alti,1919.5,1872.0,789.0,,,,,,,
bmab,alv,2363.0,2419.5,1704.0,,,,,,,2046.0
bmab,amah,2425.5,3012.0,916.5,2022.0,4846.5,922.5,,2736.0,,1018.5
bmab,amc,2231.0,,823.5,,3708.0,985.5,2241.0,1887.0,,
bmab,ame,,,624.0,,,,,,,
bmab,amh,2224.0,2352.0,,1572.0,3712.5,837.0,2244.0,1890.0,,
bmab,ami,2064.0,2523.0,922.5,1786.5,3915.0,1318.5,2848.5,1801.5,,
bmab,amih,2146.0,2632.5,900.0,,,1041.0,,2596.5,,988.5
bmab,amol,1956.0,1353.0,591.0,,,,,,,
bmab,amr,2048.0,2005.5,760.5,,,403.5,2259.0,,,1710.0
bmab,ams,2018.0,2265.0,928.5,1743.0,3757.5,985.5,,,,
bmab,amv,2159.5,2650.5,930.0,2049.0,4662.0,1138.5,,2514.0,,
bmab,amyb,2052.0,2500.5,918.0,1710.0,3690.0,1320.0,2886.0,1740.0,,
bmab,amyy,2061.5,2545.5,907.5,1732.5,3744.0,1015.5,2805.0,1776.0,,
bmab,ane,1991.0,2265.0,871.5,1659.0,3609.0,1128.0,,,,1935.0
bmab,anp,1919.5,1800.0,712.5,,,,,,,
bmab,ant,1995.0,1516.5,622.5,,,,,,,
bmab,aoa,2454.5,3463.5,976.5,,,913.5,3436.5,3132.0,,1045.5
bmab,aol,2118.0,2637.0,901.5,,,1009.5,,2629.5,,1017.0
bmab,aon,2612.0,3628.5,1924.5,2061.0,4705.5,1000.5,3373.5,3006.0,,1092.0
bmab,aos,1987.0,2382.0,870.0,1672.5,3570.0,1117.5,,,,1929.0
bmab,apac,2300.5,2803.5,1569.0,,,1026.0,2823.0,2419.5,,2224.5
bmab,ape,1469.0,,1044.0,1282.5,3360.0,,,,,
bmab,apn,2019.0,2305.5,916.5,1653.0,3717.0,1206.0,2518.5,1756.5,,
bmab,apoc,1955.5,1396.5,577.5,,,,,,,
bmab,apom,2159.0,2133.0,826.5,,,807.0,2155.5,,,1497.0
bmab,app,2622.5,3354.0,1710.0,,,991.5,,2995.5,,2833.5
bmab,apre,2050.0,2530.5,925.5,1789.5,3919.5,1302.0,2871.0,1797.0,,
bmab,aprs,2395.5,2857.5,1443.0,1791.0,4378.5,951.0,,,,1783.5
bmab,aqa,1898.0,1594.5,661.5,,,646.5,1563.0,,,
